[0, 0, 0]
Voltage_1 (1)	Current_1 (1)
+2.932646E+00	+3.555988E-02
+2.933756E+00	+3.562746E-02
+2.933554E+00	+3.569504E-02
+2.934059E+00	+3.575909E-02
+2.934563E+00	+3.583071E-02
+2.935369E+00	+3.589425E-02
+2.936378E+00	+3.595881E-02
+2.936783E+00	+3.602891E-02
+2.936985E+00	+3.609296E-02
+2.937185E+00	+3.615802E-02
+2.938498E+00	+3.623165E-02
+2.939608E+00	+3.629419E-02
+2.939405E+00	+3.636328E-02
+2.939709E+00	+3.642633E-02
+2.939909E+00	+3.649491E-02
+2.939808E+00	+3.656501E-02
+2.941322E+00	+3.662957E-02
+2.942331E+00	+3.669412E-02
+2.942432E+00	+3.676322E-02
+2.942230E+00	+3.682979E-02
+2.943439E+00	+3.689132E-02
+2.943844E+00	+3.696293E-02
+2.944448E+00	+3.702648E-02
+2.945156E+00	+3.709305E-02
+2.945055E+00	+3.716568E-02
+2.945255E+00	+3.722821E-02
+2.945356E+00	+3.729277E-02
+2.946365E+00	+3.736337E-02
+2.947475E+00	+3.742743E-02
+2.947172E+00	+3.749349E-02
+2.947577E+00	+3.756057E-02
+2.947979E+00	+3.762865E-02
+2.948687E+00	+3.769220E-02
+2.950098E+00	+3.776230E-02
+2.950804E+00	+3.782736E-02
+2.950300E+00	+3.789192E-02
+2.950300E+00	+3.796101E-02
+2.952217E+00	+3.802758E-02
+2.952116E+00	+3.809214E-02
+2.952923E+00	+3.816123E-02
+2.953226E+00	+3.822679E-02
+2.954134E+00	+3.829286E-02
+2.953527E+00	+3.836346E-02
+2.954334E+00	+3.842651E-02
+2.955647E+00	+3.849308E-02
+2.956049E+00	+3.855965E-02
+2.955748E+00	+3.862824E-02
+2.956251E+00	+3.869230E-02
+2.956352E+00	+3.876239E-02
+2.957058E+00	+3.882695E-02
+2.957361E+00	+3.889554E-02
+2.958673E+00	+3.896110E-02
+2.958773E+00	+3.902919E-02
+2.959379E+00	+3.909525E-02
+2.959581E+00	+3.916082E-02
+2.960892E+00	+3.922436E-02
+2.961296E+00	+3.929598E-02
+2.960791E+00	+3.935952E-02
+2.961397E+00	+3.942710E-02
+2.962103E+00	+3.949771E-02
+2.963112E+00	+3.956126E-02
+2.963312E+00	+3.962632E-02
+2.964119E+00	+3.969541E-02
+2.964321E+00	+3.976198E-02
+2.965532E+00	+3.982502E-02
+2.966036E+00	+3.989512E-02
+2.965935E+00	+3.996069E-02
+2.966541E+00	+4.002524E-02
+2.966137E+00	+4.009333E-02
+2.967146E+00	+4.015990E-02
+2.968155E+00	+4.022345E-02
+2.968559E+00	+4.029708E-02
